metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
checks,1788335967,1.000000,Product detail status 200,,,,,,,,default,,,,,,,
checks,1788335967,0.000000,Price type check (Detect BUG #3 string on even IDs),,,,,,,,default,,,,,,,
data_sent,1788335967,1454.000000,,,,,,,,,default,,,,,,,
data_received,1788335967,2979.000000,,,,,,,,,default,,,,,,,
iteration_duration,1788335967,6014.668100,,,,,,,,,default,,,,,,,
iterations,1788335967,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1788335967,1.000000,,,,true,,POST,01_Login,HTTP/1.1,default,,200,,,01_Login,,
http_req_duration,1788335967,1.792600,,,,true,,POST,01_Login,HTTP/1.1,default,,200,,,01_Login,,
http_req_blocked,1788335967,0.000000,,,,true,,POST,01_Login,HTTP/1.1,default,,200,,,01_Login,,
http_req_connecting,1788335967,0.000000,,,,true,,POST,01_Login,HTTP/1.1,default,,200,,,01_Login,,
